rank,game,prize,players,tournaments,month,year
84,Catherine,75.0,3,1,6,2020
85,Puyo Puyo Champions,75.0,3,1,6,2020
86,Digimon Rumble Arena,70.0,3,1,6,2020
87,Pocket Rumble,60.0,3,1,6,2020
88,TrackMania Nations Forever,56.3,3,1,6,2020
89,Arcana Heart 3: Love Max Six Stars!!!!!,50.0,3,1,6,2020
90,Dengeki Bunko: Fighting Climax Ignition,50.0,3,1,6,2020
91,Fight of Animals,50.0,3,1,6,2020
92,HYPERFIGHT,50.0,3,1,6,2020
93,JoJo's Bizarre Adventure: Heritage for the Future,50.0,3,1,6,2020
94,Killer Instinct (2013),50.0,3,1,6,2020
95,Koihime Enbu,50.0,3,1,6,2020
96,Power Instinct: Matrimelee,50.0,3,1,6,2020
97,Roof Rage,50.0,3,1,6,2020
98,Shrek SuperSlam,50.0,3,1,6,2020
99,Speedrunners,50.0,3,1,6,2020
100,Them's Fightin' Herds,50.0,3,1,6,2020
101,Umineko: Golden Fantasia,50.0,3,1,6,2020
102,Under Night In-Birth Exe:Late[cl-r],50.0,3,1,6,2020
103,Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe,45.0,3,1,6,2020
104,ShootMania Storm,40.95,7,1,6,2020
105,Panel Attack,40.0,3,1,6,2020
106,Super Smash Bros.,40.0,6,2,6,2020
107,Ultra Street Fighter IV,40.0,6,2,6,2020
108,Windjammers,40.0,3,1,6,2020
109,Samurai Shodown III,30.0,3,1,6,2020
110,Vampire Savior,30.0,3,1,6,2020
111,Akatsuki Blitzkampf,20.0,3,1,6,2020
112,Melty Blood: Actress Again Current Code,20.0,3,1,6,2020
113,Project Plus,20.0,3,1,6,2020
114,The Last Blade 2,20.0,3,1,6,2020
115,Asuka 120% LimitOver BURNING Fest.,10.0,3,1,6,2020
116,Eternal Fighter Zero,10.0,3,1,6,2020
117,Fighting EX Layer,10.0,3,1,6,2020
118,King of Fighters XIV,10.0,3,1,6,2020
119,Mario Tennis Aces,10.0,3,1,6,2020
120,Marvel vs. Capcom 2,10.0,3,1,6,2020
121,Million Arthur: Arcana Blood,10.0,3,1,6,2020
122,Power Rangers: Battle for the Grid,10.0,3,1,6,2020
123,Sailor Moon S,10.0,3,1,6,2020
1,PLAYERUNKNOWN’S BATTLEGROUNDS,1172541.0,341,5,7,2020
2,Counter-Strike: Global Offensive,972391.0,837,48,7,2020
3,Dota 2,680258.0,234,8,7,2020
4,Hearthstone,507391.36,116,3,7,2020
5,FIFA 20,378928.0,85,7,7,2020
6,Arena of Valor,377967.86,64,2,7,2020
7,Call of Duty: Modern Warfare,345000.0,116,12,7,2020
8,Rainbow Six Siege,335046.36,419,12,7,2020
9,Overwatch,310000.0,151,3,7,2020
10,Rocket League,206050.13,220,39,7,2020
11,VALORANT,205431.02,653,47,7,2020
12,StarCraft II,204103.79,128,30,7,2020
13,Gears 5,201000.0,95,8,7,2020
14,Hyper Scape,200600.0,123,2,7,2020
15,Fortnite,183600.0,107,3,7,2020
16,chess24,156819.88,20,2,7,2020
17,NASCAR Heat 4,140000.0,34,4,7,2020
18,Call of Duty: Warzone,135500.0,88,12,7,2020
19,Rocket Arena,100000.0,24,3,7,2020
20,Clash of Clans,98932.0,45,3,7,2020
21,Minecraft,96200.0,32,2,7,2020
22,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,92453.0,92,3,7,2020
23,Chess.com,87862.42,96,15,7,2020
24,WarCraft III: Reforged,80182.03,14,6,7,2020
25,Brawlhalla,80100.0,102,11,7,2020
26,Apex Legends,78601.94,170,29,7,2020
27,Clash Royale,75000.0,16,1,7,2020
28,Mobile Legends: Bang Bang,66500.0,31,2,7,2020
29,League of Legends,55599.12,148,9,7,2020
30,Auto Chess,44949.0,37,2,7,2020
31,Super Smash Bros. Melee,25001.05,16,1,7,2020
32,iRacing.com,23780.35,60,3,7,2020
33,Brawl Stars,19000.0,11,1,7,2020
34,StarCraft: Remastered,15585.0,28,6,7,2020
35,Tekken 7,12184.4,12,4,7,2020
36,Assetto Corsa,11465.2,30,3,7,2020
37,Playchess.com,8861.35,67,5,7,2020
38,Super Smash Bros. Ultimate,8274.21,61,19,7,2020
39,Soul Calibur VI,7475.5,13,6,7,2020
40,Trackmania (2020),5503.84,22,8,7,2020
41,Age of Empires II,5354.0,23,11,7,2020
42,Lichess,4106.33,108,7,7,2020
43,rFactor 2,4025.0,6,2,7,2020
44,Street Fighter V: Champion Edition,3363.0,17,5,7,2020
45,Dragon Ball FighterZ,2326.59,13,5,7,2020
46,Granblue Fantasy: Versus,1984.51,13,4,7,2020
47,Age of Empires,1812.0,4,1,7,2020
48,Tower Tag,1581.3,12,1,7,2020
49,Paladins,582.8,10,1,7,2020
50,Tetr.io,542.11,4,2,7,2020
51,Age of Empires III,500.0,8,1,7,2020
52,Tetris,401.38,4,1,7,2020
53,Assetto Corsa Competizione,235.0,2,2,7,2020
54,Age of Mythology,220.0,3,1,7,2020
55,Puyo Puyo Tetris,200.0,3,1,7,2020
56,Tatsunoko vs. Capcom: Ultimate All-Stars,85.3,3,1,7,2020
57,Artifact Classic,75.0,2,1,7,2020
58,Artifact Foundry,50.0,1,1,7,2020
59,Beat Aim,40.0,3,1,7,2020
1,Call of Duty: Modern Warfare,5100000.0,286,4,8,2020
2,Arena of Valor,4642871.56,92,3,8,2020
3,Fortnite,2283600.0,747,34,8,2020
4,Counter-Strike: Global Offensive,1447574.41,913,57,8,2020
5,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,1187724.8,276,3,8,2020
6,League of Legends,1081190.81,615,19,8,2020
7,PLAYERUNKNOWN’S BATTLEGROUNDS,542956.17,424,12,8,2020
8,Rainbow Six Siege,531754.01,200,9,8,2020
9,CrossFire,501511.5,50,1,8,2020
10,chess24,450000.0,12,2,8,2020
11,Hearthstone,401750.0,87,11,8,2020
12,Overwatch,401375.0,273,6,8,2020
13,Call of Duty: Warzone,377775.59,188,11,8,2020
14,CrossFire Mobile,344448.0,0,1,8,2020
15,Rocket League,342805.87,349,51,8,2020
16,StarCraft II,321321.08,119,38,8,2020
17,Magic: The Gathering Arena,304000.0,24,2,8,2020
18,VALORANT,297052.78,352,38,8,2020
19,Dota 2,259244.74,243,11,8,2020
20,Gears 5,250000.0,60,1,8,2020
21,FIFA 20,212797.6,27,4,8,2020
22,Minecraft,198500.0,49,2,8,2020
23,Quake Champions,152150.0,30,2,8,2020
24,eFootball,147000.0,22,3,8,2020
25,Apex Legends,140150.0,170,27,8,2020
26,Hyper Scape,98400.0,180,2,8,2020
27,Free Fire,63321.59,34,1,8,2020
28,NASCAR Heat 4,60500.0,8,1,8,2020
29,Multigaming,59109.7,8,1,8,2020
30,Teamfight Tactics,57782.5,12,2,8,2020
31,Fall Guys,51000.0,80,1,8,2020
32,Age of Empires II,50680.42,84,22,8,2020
33,Clash of Clans,45000.0,32,1,8,2020
34,Brawlhalla,40195.0,105,12,8,2020
35,WarCraft III: Reforged,33945.03,40,9,8,2020
36,Chess.com,28300.0,53,9,8,2020
37,iRacing.com,25000.0,16,1,8,2020
38,Gwent,21000.0,8,1,8,2020
39,StarCraft: Remastered,20654.0,29,7,8,2020
40,FIFA Online 4,20468.94,51,2,8,2020
41,Brawl Stars,19000.0,10,1,8,2020
42,Lichess,13481.59,79,7,8,2020
43,Super Smash Bros. Ultimate,12273.48,59,24,8,2020
44,Tekken 7,11040.02,20,7,8,2020
45,Assetto Corsa,9108.0,20,2,8,2020
46,rFactor 2,5774.4,41,2,8,2020
47,QuakeWorld,4168.0,6,1,8,2020
48,Trackmania (2020),3313.35,34,11,8,2020
49,Beat Saber,2621.0,24,1,8,2020
50,BlazBlue: Cross Tag Battle,2248.39,6,2,8,2020
51,Dragon Ball FighterZ,2142.75,11,4,8,2020
52,Tower Tag,1965.51,16,2,8,2020
53,Street Fighter V: Champion Edition,1940.43,8,4,8,2020
54,Granblue Fantasy: Versus,1937.25,12,5,8,2020
55,Diabotical,1585.33,24,3,8,2020
56,Paladins,1357.19,23,3,8,2020
57,Eternal Fighter Zero,1301.6,7,1,8,2020
58,Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe,1290.01,8,1,8,2020
59,Super Smash Bros. Melee,1184.45,8,1,8,2020
60,Vampire Savior,1117.21,6,2,8,2020
61,Fantasy Strike,1000.0,8,1,8,2020
62,Team Fortress 2,1000.0,27,1,8,2020
63,Doom II: Hell on Earth,980.0,5,2,8,2020
64,Soul Calibur VI,817.69,8,3,8,2020
65,Fight of Animals,530.68,6,2,8,2020
66,Age of Empires III,500.0,6,1,8,2020
67,Age of Empires Online,420.0,8,1,8,2020
68,Rivals of Aether,406.51,4,1,8,2020
69,Puyo Puyo Champions,335.5,3,1,8,2020
70,Tetr.io,312.2,3,1,8,2020
71,Melty Blood: Actress Again Current Code,312.17,8,1,8,2020
72,Heroes of the Storm,300.0,10,1,8,2020
73,BlazBlue: Central Fiction,296.84,6,4,8,2020
74,JoJo's Bizarre Adventure: Heritage for the Future,234.99,3,1,8,2020
75,Assetto Corsa Competizione,234.0,2,2,8,2020
76,Jstris,225.0,8,1,8,2020
77,Cultris II,190.95,3,1,8,2020
78,ShootMania Storm,152.1,9,1,8,2020
79,Garou: Mark of the Wolves,145.0,3,1,8,2020
80,Tatsunoko vs. Capcom: Ultimate All-Stars,139.5,3,1,8,2020
81,Dengeki Bunko: Fighting Climax Ignition,135.5,3,1,8,2020
82,Age of Mythology,135.0,3,2,8,2020
83,osu!,126.34,3,1,8,2020
84,Puyo Puyo Tetris,112.2,3,1,8,2020
85,Samurai Shodown V Special,100.46,3,1,8,2020
86,Ultimate Marvel vs. Capcom 3,61.2,1,1,8,2020
87,Artifact Foundry,60.0,1,1,8,2020
88,Beat Aim,60.0,3,1,8,2020
89,Breakers Revenge,16.0,3,1,8,2020
1,League of Legends,1241418.75,389,10,9,2020
2,Dota 2,1083618.14,361,15,9,2020
3,Overwatch,1058500.0,187,15,9,2020
4,PLAYERUNKNOWN’S BATTLEGROUNDS,881597.62,350,9,9,2020
5,Counter-Strike: Global Offensive,788217.02,613,46,9,2020
6,Fortnite,531999.0,514,31,9,2020
7,Hearthstone,508575.76,114,5,9,2020
8,World of WarCraft,500000.0,57,4,9,2020
9,Rocket League,492473.33,435,58,9,2020
10,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,431951.95,327,4,9,2020
11,Lichess,402875.0,38,6,9,2020
12,Apex Legends,397120.0,275,19,9,2020
13,Free Fire,372466.55,97,2,9,2020
14,Call of Duty: Warzone,315000.0,80,12,9,2020
15,VALORANT,256473.65,341,33,9,2020
16,StarCraft II,216619.0,127,37,9,2020
17,Teamfight Tactics,215000.0,16,2,9,2020
18,Forza Motorsport 7,150000.0,24,2,9,2020
19,Farming Simulator 19,118960.23,50,1,9,2020
20,Chess.com,104500.0,74,8,9,2020
21,Call of Duty: Modern Warfare,100000.0,32,1,9,2020
22,Fall Guys,100000.0,141,2,9,2020
23,Rainbow Six Siege,97269.53,61,3,9,2020
24,Arena of Valor,81254.61,40,3,9,2020
25,Street Fighter V: Champion Edition,78539.0,21,7,9,2020
26,Tekken 7,48727.35,28,12,9,2020
27,Clash of Clans,45000.0,24,1,9,2020
28,Brawlhalla,40020.0,99,11,9,2020
29,FIFA Online 4,32157.25,25,1,9,2020
30,CrossFire,29000.0,40,1,9,2020
31,WarCraft III: Reforged,24543.6,22,6,9,2020
32,Super Smash Bros. Ultimate,22911.74,102,31,9,2020
33,Brawl Stars,19000.0,10,1,9,2020
34,RaceRoom Racing Experience,17700.0,3,1,9,2020
35,iRacing.com,14200.0,16,2,9,2020
36,Diabotical,9267.48,45,12,9,2020
37,Assetto Corsa,8942.4,20,2,9,2020
38,Call of Duty: Black Ops 4,5000.0,8,1,9,2020
39,GOLF Plus,5000.0,4,1,9,2020
40,Age of Empires II,4476.51,45,16,9,2020
41,Assetto Corsa Competizione,3689.0,8,4,9,2020
42,Xonotic,2720.37,13,4,9,2020
43,Age of Empires,2450.0,18,1,9,2020
44,osu!,2150.44,25,2,9,2020
45,rFactor 2,2047.5,3,1,9,2020
46,Age of Empires III,1730.0,34,3,9,2020
47,Echo Arena,1500.0,18,3,9,2020
48,Dragon Ball FighterZ,1442.31,8,4,9,2020
49,Gran Turismo Sport,1384.0,11,2,9,2020
50,Super Smash Bros. Melee,1380.0,8,1,9,2020
51,Granblue Fantasy: Versus,1226.09,10,4,9,2020
52,Trackmania (2020),1219.41,14,7,9,2020
53,Heroes of the Storm,1050.0,15,1,9,2020
54,Gears 5,1000.0,20,2,9,2020
55,Puyo Puyo Tetris,561.7,6,2,9,2020
56,Rivals of Aether,501.0,8,2,9,2020
57,Paladins,500.0,10,1,9,2020
58,Synth Riders,500.0,3,1,9,2020
59,ARMS,423.81,9,2,9,2020
60,Tower Tag,410.1,3,1,9,2020
61,StarCraft: Remastered,300.0,1,3,9,2020
62,Audio Trip,250.0,1,1,9,2020
63,Rushdown Revolt,250.0,3,1,9,2020
64,Tetr.io,200.0,4,1,9,2020
65,Warparty,175.0,4,1,9,2020
66,Beat Aim,160.0,7,2,9,2020
67,Tetris,125.0,2,1,9,2020
68,Tatsunoko vs. Capcom: Ultimate All-Stars,81.0,3,1,9,2020
69,Ultimate Marvel vs. Capcom 3,56.4,1,1,9,2020
70,Marvel vs. Capcom: Infinite,54.6,1,1,9,2020
71,Artifact Foundry,45.0,1,1,9,2020
1,Overwatch,3324500.0,179,3,10,2020
2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,2910738.0,249,3,10,2020
3,League of Legends,2456302.6,238,9,10,2020
4,Counter-Strike: Global Offensive,1244639.88,783,44,10,2020
5,Fortnite,967915.0,693,33,10,2020
6,PLAYERUNKNOWN’S BATTLEGROUNDS,624331.78,448,15,10,2020
7,Rainbow Six Siege,606439.27,389,14,10,2020
8,Hearthstone,510836.0,124,4,10,2020
9,Mobile Legends: Bang Bang,500200.0,178,3,10,2020
10,Rocket League,489171.63,416,62,10,2020
11,Call of Duty: Warzone,439000.0,218,16,10,2020
12,Arena of Valor,354292.7,67,2,10,2020
13,Lichess,332999.0,55,8,10,2020
14,Dota 2,267634.1,202,7,10,2020
15,Magic: The Gathering Arena,250000.0,32,1,10,2020
16,iRacing.com,226750.0,39,2,10,2020
17,Apex Legends,206230.0,225,39,10,2020
18,VALORANT,155240.42,354,28,10,2020
19,Assetto Corsa,137691.6,61,4,10,2020
20,StarCraft II,133843.3,116,41,10,2020
21,Age of Empires II,75048.58,213,19,10,2020
22,Chess.com,55799.98,56,7,10,2020
23,Free Fire,53256.27,59,1,10,2020
24,Fall Guys,50000.0,77,1,10,2020
25,Spellbreak,50000.0,42,1,10,2020
26,Clash of Clans,49167.0,28,2,10,2020
27,Dead By Daylight,45000.0,30,6,10,2020
28,Brawlhalla,43600.0,134,13,10,2020
29,Trackmania (2020),36111.25,29,8,10,2020
30,Among Us,36000.0,8,3,10,2020
31,Identity V,31911.1,6,1,10,2020
32,Diabotical,30461.46,158,17,10,2020
33,WarCraft III: Reforged,27406.0,46,9,10,2020
34,Gwent,25800.0,8,1,10,2020
35,Call of Duty: Black Ops 4,25000.0,12,1,10,2020
36,Hearthstone Battlegrounds,20000.0,19,2,10,2020
37,Brawl Stars,19000.0,10,1,10,2020
38,Super Smash Bros. Ultimate,14707.98,82,27,10,2020
39,Gran Turismo Sport,12447.0,51,2,10,2020
40,Call of Duty: Black Ops 2,12000.0,4,1,10,2020
41,StarCraft: Remastered,10716.0,26,4,10,2020
42,Tekken 7,10650.6,20,7,10,2020
43,rFactor 2,5838.89,11,3,10,2020
44,Age of Empires,5703.0,22,2,10,2020
45,Street Fighter V: Champion Edition,3707.69,19,5,10,2020
46,osu!,3143.0,25,2,10,2020
47,Call of Duty: Modern Warfare 2,2500.0,4,1,10,2020
48,Gears 5,2500.0,26,5,10,2020
49,FIFA Online 4,2394.99,4,1,10,2020
50,Lethal League Blaze,2010.02,7,1,10,2020
51,F1 2020,1947.0,19,1,10,2020
52,Dragon Ball FighterZ,1487.29,22,6,10,2020
53,Granblue Fantasy: Versus,1004.85,16,5,10,2020
54,Age of Empires III,600.0,17,3,10,2020
55,Synth Riders,600.0,6,4,10,2020
56,Mortal Kombat 11,538.0,4,1,10,2020
57,NBA 2K21,501.0,3,1,10,2020
58,Paladins,500.0,5,1,10,2020
59,ARMS,400.0,3,1,10,2020
60,Power Rangers: Battle for the Grid,300.0,3,1,10,2020
61,RaceRoom Racing Experience,295.0,1,1,10,2020
62,Rushdown Revolt,250.0,3,1,10,2020
63,Super Smash Bros. Melee,240.8,4,1,10,2020
64,Tetr.io,203.6,4,1,10,2020
65,TrackMania 2: Stadium,164.64,4,1,10,2020
66,Samurai Shodown (2019),125.0,3,1,10,2020
67,Pokémon GO,120.0,6,1,10,2020
68,Soul Calibur VI,113.85,2,1,10,2020
69,Pokémon VGC,102.0,3,1,10,2020
70,Under Night In-Birth Exe:Late[cl-r],58.0,3,1,10,2020
71,Skullgirls 2nd Encore,54.5,3,1,10,2020
72,Artifact Foundry,42.5,1,2,10,2020
73,Ultimate Marvel vs. Capcom 3,39.3,1,1,10,2020
74,Tatsunoko vs. Capcom: Ultimate All-Stars,33.75,1,1,10,2020
75,Xonotic,26.07,3,1,10,2020
76,Age of Mythology,20.0,1,1,10,2020
1,Fortnite,2208142.39,500,13,11,2020
2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,2020440.0,147,2,11,2020
3,Counter-Strike: Global Offensive,1270576.13,981,66,11,2020
4,Dota 2,1190619.5,470,28,11,2020
5,Free Fire,1169008.96,249,6,11,2020
6,Brawl Stars,1000000.0,29,1,11,2020
7,PLAYERUNKNOWN’S BATTLEGROUNDS,942838.87,362,12,11,2020
8,Rainbow Six Siege,884148.95,419,18,11,2020
9,Clash of Clans,851960.0,59,4,11,2020
10,Clash Royale,450000.0,46,2,11,2020
11,Rocket League,413975.6,507,65,11,2020
12,League of Legends,400008.7,158,7,11,2020
13,StarCraft II,364853.94,134,47,11,2020
14,Arena of Valor,341904.19,88,3,11,2020
15,iRacing.com,255178.3,117,7,11,2020
16,Call of Duty: Warzone,255000.0,27,6,11,2020
17,Call of Duty: Black Ops Cold War,243000.0,80,9,11,2020
18,VALORANT,240097.17,309,22,11,2020
19,Brawlhalla,201050.0,162,12,11,2020
20,Overwatch,183190.0,175,9,11,2020
21,FIFA Online 4,173460.08,66,4,11,2020
22,Summoners War: Sky Arena,140000.0,4,1,11,2020
23,CrossFire,130000.0,25,2,11,2020
24,Paladins,120592.0,93,4,11,2020
25,chess24,100000.0,16,1,11,2020
26,Minecraft,98500.0,60,1,11,2020
27,Fall Guys,83273.83,12,1,11,2020
28,Apex Legends,82162.58,120,25,11,2020
29,StarCraft: Remastered,81130.0,44,3,11,2020
30,WarCraft III: Reforged,69497.03,17,8,11,2020
31,Escape from Tarkov,60000.0,96,2,11,2020
32,Quake Champions,54000.0,20,1,11,2020
33,RaceRoom Racing Experience,53125.0,21,3,11,2020
34,Granblue Fantasy: Versus,48792.87,15,5,11,2020
35,Super Smash Bros. Ultimate,40994.93,69,21,11,2020
36,Diabotical,40890.29,142,16,11,2020
37,Point Blank,30752.77,26,2,11,2020
38,Auto Chess,30049.0,23,1,11,2020
39,Among Us,30000.0,6,3,11,2020
40,Assetto Corsa,27960.2,31,5,11,2020
41,Mobile Legends: Bang Bang,25000.0,30,1,11,2020
42,Farming Simulator 19,18065.02,24,1,11,2020
43,Age of Empires II,16481.5,72,21,11,2020
44,Trackmania (2020),11231.42,30,12,11,2020
45,Tekken 7,10401.6,15,7,11,2020
46,Chess.com,6098.0,25,4,11,2020
47,Age of Empires,4214.0,19,3,11,2020
48,Ultimate Marvel vs. Capcom 3,4000.0,8,1,11,2020
49,Street Fighter V: Champion Edition,2985.11,11,4,11,2020
50,Guilty Gear XX Accent Core Plus R,2786.91,14,3,11,2020
51,Lichess,2775.01,23,4,11,2020
52,Live for Speed,2380.0,6,1,11,2020
53,Hearthstone,2239.53,4,1,11,2020
54,Gears 5,1500.0,20,3,11,2020
55,Age of Mythology,1070.0,8,3,11,2020
56,Dragon Ball FighterZ,895.5,10,4,11,2020
57,Mortal Kombat 11,741.57,8,1,11,2020
58,Super Smash Bros. Melee,647.52,8,1,11,2020
59,Tetris,400.0,4,1,11,2020
60,Beat Saber,367.57,3,1,11,2020
61,Rushdown Revolt,350.0,6,2,11,2020
62,Smash Remix,299.06,4,1,11,2020
63,Tetr.io,274.51,8,1,11,2020
64,Age of Empires III,250.0,7,1,11,2020
65,Rivals of Aether,224.11,4,1,11,2020
66,Kirby Fighters 2,222.86,4,1,11,2020
67,osu!,130.0,6,1,11,2020
68,Tatsunoko vs. Capcom: Ultimate All-Stars,69.0,1,1,11,2020
69,Artifact Foundry,46.2,1,1,11,2020
1,Counter-Strike: Global Offensive,3180149.05,1194,73,12,2020
2,Arena of Valor,2205628.0,154,4,12,2020
3,Dota 2,1226435.53,355,14,12,2020
4,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,910894.0,179,4,12,2020
5,CrossFire,820000.0,36,1,12,2020
6,VALORANT,764792.81,759,37,12,2020
7,F1 2020,750000.0,21,1,12,2020
8,Hearthstone,537380.0,23,4,12,2020
9,Apex Legends,508524.5,216,15,12,2020
10,Rocket League,428728.87,427,53,12,2020
11,PLAYERUNKNOWN’S BATTLEGROUNDS,410547.28,257,12,12,2020
12,Clash Royale,380000.0,32,1,12,2020
13,Overwatch,346000.0,126,3,12,2020
14,FIFA Online 4,300000.0,48,1,12,2020
15,Call of Duty: Warzone,258918.15,61,7,12,2020
16,Aim Gods,250000.0,2,1,12,2020
17,Magic: The Gathering Arena,250000.0,8,1,12,2020
18,Hearthstone Battlegrounds,183630.0,28,2,12,2020
19,Gears 5,140500.0,40,2,12,2020
20,Chess.com,130100.0,52,12,12,2020
21,WarCraft III: Reforged,112328.06,45,11,12,2020
22,Mobile Legends: Bang Bang,107300.0,120,2,12,2020
23,StarCraft II,102635.12,104,51,12,2020
24,Paladins,100099.0,61,4,12,2020
25,Quake Champions,100070.0,28,2,12,2020
26,FIFA 21,100000.0,16,2,12,2020
27,Gwent,88720.0,8,1,12,2020
28,iRacing.com,62300.0,24,3,12,2020
29,Rainbow Six Siege,60311.13,38,3,12,2020
30,Mortal Kombat 11,60000.0,12,1,12,2020
31,Fortnite,59000.0,20,2,12,2020
32,Rogue Company,50000.0,48,2,12,2020
33,Tekken 7,49985.2,29,4,12,2020
34,TEPPEN,48000.0,8,1,12,2020
35,Age of Empires II,47875.14,127,37,12,2020
36,Street Fighter V: Champion Edition,41229.59,17,6,12,2020
37,Zwift,33827.08,6,2,12,2020
38,League of Legends,30828.38,102,6,12,2020
39,Super Smash Bros. Melee,25001.06,16,1,12,2020
40,Super Smash Bros. Ultimate,23800.94,80,21,12,2020
41,StarCraft: Remastered,21322.5,14,3,12,2020
42,rFactor 2,21315.0,27,2,12,2020
43,Diabotical,15874.0,64,11,12,2020
44,Call of Duty: Black Ops Cold War,13000.0,41,6,12,2020
45,RaceRoom Racing Experience,12100.0,10,1,12,2020
46,Tetris,10000.0,16,1,12,2020
47,Lichess,6740.0,48,10,12,2020
48,Onward,5900.0,15,1,12,2020
49,Age of Empires,5630.0,20,2,12,2020
50,osu!,5000.0,256,1,12,2020
51,Trackmania (2020),2539.34,32,13,12,2020
52,Nascar Heat 5,2500.0,10,1,12,2020
53,Dragon Ball FighterZ,1709.25,16,4,12,2020
54,Tower Tag,1213.5,6,1,12,2020
55,Granblue Fantasy: Versus,1101.75,9,4,12,2020
56,Beat Saber,1018.0,3,1,12,2020
57,Age of Mythology,1000.0,2,2,12,2020
58,Clash of Clans,1000.0,9,1,12,2020
59,Star Wars: Squadrons,800.0,4,1,12,2020
60,Age of Empires Online,626.56,3,1,12,2020
61,Artifact Foundry,530.8,18,2,12,2020
62,TrackMania 2: Stadium,316.23,6,2,12,2020
63,Assetto Corsa,305.0,5,1,12,2020
64,Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe,264.6,8,1,12,2020
65,Live for Speed,234.0,8,1,12,2020
66,Pokémon GO,170.0,6,1,12,2020
1,Dota 2,1503477.01,237,14,1,2019
2,Overwatch,1035800.98,602,11,1,2019
3,Counter-Strike: Global Offensive,903881.05,491,106,1,2019
4,PLAYERUNKNOWN’S BATTLEGROUNDS,639888.97,194,7,1,2019
5,Arena of Valor,539360.0,43,2,1,2019
6,FIFA 19,363000.0,72,3,1,2019
7,Hearthstone,350525.24,217,6,1,2019
8,Fortnite,315778.46,69,12,1,2019
9,League of Legends,160589.23,146,7,1,2019
10,Mobile Legends: Bang Bang,123200.0,95,2,1,2019
11,Rocket League,121000.0,68,7,1,2019
12,StarCraft II,91905.44,134,38,1,2019
13,Rainbow Six Siege,55283.55,71,5,1,2019
14,WarCraft III,52475.3,24,7,1,2019
15,Super Smash Bros. Ultimate,48235.65,244,63,1,2019
16,Heroes of the Storm,47075.0,30,3,1,2019
17,Artifact Classic,39282.65,78,28,1,2019
18,Call of Duty: Blackout,30000.0,11,2,1,2019
19,Halo 3,29400.0,32,1,1,2019
20,Dragon Ball FighterZ,28796.91,21,4,1,2019
21,Call of Duty: Black Ops 4,13900.0,26,7,1,2019
22,Free Fire,12198.15,48,1,1,2019
23,Shadowverse,12000.0,24,3,1,2019
24,NHL 19,7500.0,2,1,1,2019
25,Age of Empires II,6815.85,20,11,1,2019
26,Guilty Gear Xrd REV 2,4130.0,14,3,1,2019
27,Black Squad,4010.43,20,2,1,2019
28,Soul Calibur VI,4006.91,14,3,1,2019
29,Tekken 7,3976.91,14,3,1,2019
30,Street Fighter V: Arcade Edition,2640.0,11,2,1,2019
31,iRacing.com,2226.94,20,4,1,2019
32,BlazBlue: Cross Tag Battle,2030.0,11,2,1,2019
33,Super Smash Bros. Melee,1907.81,18,5,1,2019
34,Under Night In-Birth EXE: Late[st],1770.0,8,1,1,2019
35,Pokkén Tournament DX,1592.6,7,2,1,2019
36,Brawlhalla,1450.0,30,9,1,2019
37,Chess.com,1400.01,8,1,1,2019
38,King of Fighters XIV,1280.0,3,1,1,2019
39,Mystery Game Tournament,1280.0,8,1,1,2019
40,TrackMania 2: Stadium,1218.86,15,6,1,2019
41,Lichess,1100.0,8,2,1,2019
42,StarCraft: Remastered,1089.36,6,5,1,2019
43,BlazBlue: Central Fiction,880.0,8,1,1,2019
44,Street Fighter III: 3rd Strike,790.0,8,1,1,2019
45,Marvel vs. Capcom: Infinite,720.0,5,2,1,2019
46,Vampire Savior,710.0,3,1,1,2019
47,Skullgirls 2nd Encore,660.0,3,1,1,2019
48,Super Street Fighter II Turbo,620.0,3,1,1,2019
49,Injustice 2,590.0,6,2,1,2019
50,Ultimate Marvel vs. Capcom 3,490.0,3,1,1,2019
51,Mortal Kombat X,480.0,3,1,1,2019
52,Killer Instinct (2013),460.0,5,2,1,2019
53,Guilty Gear XX Accent Core Plus R,440.0,3,1,1,2019
54,Sailor Moon S,420.0,3,1,1,2019
55,Age of Empires III,400.0,4,2,1,2019
56,Melty Blood: Actress Again Current Code,350.0,3,1,1,2019
57,Company of Heroes 2,300.0,1,1,1,2019
58,Tatsunoko vs. Capcom: Ultimate All-Stars,290.0,3,1,1,2019
59,Fighting EX Layer,220.0,3,1,1,2019
60,ARMS,201.3,8,3,1,2019
61,Super Smash Bros.,150.0,3,1,1,2019
62,Age of Empires,100.0,4,1,1,2019
63,Lethal League Blaze,51.3,3,1,1,2019
64,Mario Tennis Aces,51.3,3,1,1,2019
65,Xonotic,11.36,8,1,1,2019
1,Rainbow Six Siege,2019557.58,197,7,2,2019
2,Dota 2,833701.96,180,8,2,2019
