rank,game,prize,players,tournaments,month,year
47,Yu-Gi-Oh! Duel Links,1719.75,25,9,11,2017
48,Chess.com,1400.0,5,1,11,2017
49,TrackMania 2: Stadium,1173.53,3,1,11,2017
50,Call of Duty 2,1073.91,6,1,11,2017
51,ARMS,695.0,9,4,11,2017
52,Age of Mythology,239.0,5,1,11,2017
53,Marvel vs. Capcom: Infinite,200.0,3,1,11,2017
54,Pokkén Tournament DX,100.0,3,1,11,2017
55,Windjammers,100.0,3,1,11,2017
1,Counter-Strike: Global Offensive,2589371.83,1719,117,12,2017
2,Dota 2,1881980.92,262,15,12,2017
3,CrossFire,852716.94,46,7,12,2017
4,Arena of Valor,700418.0,129,3,12,2017
5,Hearthstone,692970.08,117,16,12,2017
6,Clash Royale,416450.84,22,2,12,2017
7,Street Fighter V,413677.5,51,2,12,2017
8,Quake Champions,351500.0,82,17,12,2017
9,League of Legends,332063.58,353,22,12,2017
10,Gears of War 4,303000.0,70,7,12,2017
11,Heroes of the Storm,300000.0,40,1,12,2017
12,World of Tanks,300000.0,56,1,12,2017
13,Rocket League,259224.39,112,12,12,2017
14,H1Z1,250000.0,33,2,12,2017
15,Call of Duty: WWII,243000.0,56,11,12,2017
16,PLAYERUNKNOWN’S BATTLEGROUNDS,171953.6,99,4,12,2017
17,Shadowverse,120000.0,24,1,12,2017
18,Gwent,110856.36,45,10,12,2017
19,Vainglory,109000.0,37,1,12,2017
20,StarCraft II,80338.74,102,46,12,2017
21,Marvel vs. Capcom: Infinite,63630.0,18,2,12,2017
22,Super Smash Bros. for Wii U,57261.81,69,18,12,2017
23,Attack on Titan Tribute Game,50000.0,32,1,12,2017
24,StarCraft: Remastered,39047.26,16,5,12,2017
25,WarCraft III,35763.21,38,27,12,2017
26,Tekken 7,35700.53,15,4,12,2017
27,Old School Runescape,32000.0,3,1,12,2017
28,FIFA 18,28760.4,22,5,12,2017
29,Rainbow Six Siege,28452.72,60,3,12,2017
30,Super Smash Bros. Melee,27548.49,53,10,12,2017
31,Overwatch,24845.39,58,7,12,2017
32,Heroes of Newerth,21193.32,22,2,12,2017
33,Team Fortress 2,18000.0,66,3,12,2017
34,S.K.I.L.L. - Special Force 2,15000.0,15,1,12,2017
35,Paladins,10500.0,68,2,12,2017
36,The Unspoken,8476.56,3,1,12,2017
37,Age of Empires,8405.0,42,5,12,2017
38,Dead or Alive 5: Last Round,7250.0,3,1,12,2017
39,Madden NFL 2018,5000.0,1,1,12,2017
40,Pokémon VGC,5000.0,8,1,12,2017
41,Yu-Gi-Oh! Duel Links,4970.49,30,19,12,2017
42,Age of Empires II,4614.18,15,5,12,2017
43,osu!,4320.0,255,1,12,2017
44,Power Rangers: Legacy Wars,4178.55,2,1,12,2017
45,iRacing.com,3000.0,3,3,12,2017
46,FIFA Online 3,2801.71,4,1,12,2017
47,Chess.com,2801.0,14,2,12,2017
48,Street Fighter V: Arcade Edition,1900.0,3,1,12,2017
49,Injustice 2,1704.33,3,1,12,2017
50,Pokkén Tournament DX,1540.0,3,1,12,2017
51,King of Fighters XIV,1410.0,3,1,12,2017
52,Guilty Gear Xrd REV 2,1180.0,3,1,12,2017
53,ARMS,1100.1,9,3,12,2017
54,Lichess,1100.0,8,2,12,2017
55,BlazBlue: Central Fiction,890.0,3,1,12,2017
56,TrackMania 2: Stadium,692.57,17,3,12,2017
57,Windjammers,580.0,3,1,12,2017
58,Hand of the Gods,500.0,5,2,12,2017
59,Under Night In-Birth EXE: Late[st],500.0,3,1,12,2017
60,Soul Calibur V,420.0,3,1,12,2017
61,Battlerite,300.0,3,1,12,2017
62,Ultra Street Fighter IV,290.0,3,1,12,2017
63,Ultimate Marvel vs. Capcom 3,250.0,3,1,12,2017
64,Skullgirls 2nd Encore,230.0,3,1,12,2017
65,Tekken Tag Tournament 2,210.0,3,1,12,2017
66,Vampire Savior,200.0,3,1,12,2017
67,Brawlhalla,27.3,3,1,12,2017
1,SMITE,1175000.0,90,2,1,2016
2,Dota 2,684021.02,196,14,1,2016
3,Counter-Strike: Global Offensive,678724.84,625,66,1,2016
4,Hearthstone,302580.64,93,9,1,2016
5,Heroes of the Storm,202029.09,118,14,1,2016
6,StarCraft II,113870.12,113,54,1,2016
7,Halo 5: Guardians,85502.63,66,15,1,2016
8,Mortal Kombat X,72310.0,8,3,1,2016
9,Vainglory,70160.0,36,1,1,2016
10,Super Smash Bros. Melee,67610.39,153,61,1,2016
11,Gears of War: Ultimate Edition,60000.0,16,1,1,2016
12,League of Legends,50025.02,40,5,1,2016
13,Super Smash Bros. for Wii U,43883.52,142,36,1,2016
14,Heroes of Newerth,35853.1,43,3,1,2016
15,StarCraft: Brood War,31725.82,3,1,1,2016
16,Killer Instinct (2013),30830.0,33,3,1,2016
17,Grey Goo,30400.0,16,2,1,2016
18,WarCraft III,26152.61,20,9,1,2016
19,Call of Duty: Black Ops III,7516.92,36,9,1,2016
20,FIFA 16,5456.26,17,2,1,2016
21,Age of Empires,5148.0,23,4,1,2016
22,Metal Gear Online,4000.0,24,4,1,2016
23,Super Smash Bros.,3460.0,14,3,1,2016
24,Guilty Gear Xrd -SIGN-,2425.0,16,4,1,2016
25,Rocket League,2362.19,32,15,1,2016
26,Ultra Street Fighter IV,2180.0,15,5,1,2016
27,Chess.com,2000.01,8,2,1,2016
28,Ultimate Marvel vs. Capcom 3,2000.0,6,3,1,2016
29,CrossFire,1086.78,15,1,1,2016
30,Tekken Tag Tournament 2,900.0,6,2,1,2016
31,Project M,894.0,15,5,1,2016
32,Project Cars,838.5,7,15,1,2016
33,Tekken 7,800.0,3,1,1,2016
34,BlazBlue: Chronophantasma Extend,790.0,6,2,1,2016
35,Splatoon,620.0,0,1,1,2016
36,NHL '94,550.16,5,2,1,2016
37,Battlefield 4,546.05,5,1,1,2016
38,Injustice: Gods Among Us,500.0,3,1,1,2016
39,Persona 4 Arena Ultimax,490.0,3,1,1,2016
40,Skullgirls Encore,470.0,3,1,1,2016
41,Super Smash Bros. Brawl,446.0,9,3,1,2016
42,Guilty Gear XX Accent Core Plus R,410.0,3,1,1,2016
43,Under Night In-Birth EXE: Late,360.0,3,1,1,2016
44,Age of Empires II,320.0,9,2,1,2016
45,Dead or Alive 5: Last Round,260.0,3,1,1,2016
46,King of Fighters XIII,250.0,3,1,1,2016
47,Divekick,180.0,3,1,1,2016
48,Tatsunoko vs. Capcom: Ultimate All-Stars,170.0,3,1,1,2016
49,Quake Live,158.48,2,4,1,2016
50,Soul Calibur V,140.0,3,1,1,2016
51,Brawlhalla,138.08,5,3,1,2016
52,Reflex,32.74,1,1,1,2016
1,Counter-Strike: Global Offensive,598551.3,644,76,2,2016
2,Dota 2,259834.52,203,20,2,2016
3,League of Legends,239015.61,174,9,2,2016
4,Call of Duty: Black Ops III,181566.0,176,9,2,2016
5,Halo 5: Guardians,143750.0,80,4,2,2016
6,StarCraft II,143380.08,138,55,2,2016
7,Hearthstone,136660.22,81,16,2,2016
8,Heroes of the Storm,130800.0,91,7,2,2016
9,Guild Wars 2,100000.0,20,1,2,2016
10,KartRider,67322.0,12,1,2,2016
11,Super Smash Bros. Melee,31891.36,174,63,2,2016
12,Super Smash Bros. for Wii U,26490.02,141,33,2,2016
13,Heroes of Newerth,15904.77,24,3,2,2016
14,FIFA 16,8312.2,14,4,2,2016
15,Point Blank,6155.58,15,1,2,2016
16,Project M,4825.25,45,9,2,2016
17,Metal Gear Online,4000.0,23,4,2,2016
18,Rainbow Six Siege,3564.91,5,4,2,2016
19,Age of Empires II,3535.0,16,3,2,2016
20,Overwatch,3247.45,61,11,2,2016
21,Rocket League,3173.96,36,13,2,2016
22,Guilty Gear Xrd -SIGN-,2690.0,3,2,2,2016
23,Street Fighter V,2605.0,15,4,2,2016
24,BlazBlue: Chronophantasma Extend,2460.0,3,1,2,2016
25,StarCraft: Brood War,2138.8,7,2,2,2016
26,Chess.com,2000.0,16,2,2,2016
27,osu!,1900.0,17,1,2,2016
28,WarCraft III,1692.21,7,4,2,2016
29,Under Night In-Birth EXE: Late,1270.0,3,1,2,2016
30,Brawlhalla,1022.27,13,4,2,2016
31,Age of Empires III,1000.0,4,1,2,2016
32,Project Cars,673.0,7,12,2,2016
33,Ultimate Marvel vs. Capcom 3,200.0,5,2,2,2016
34,Super Smash Bros. Brawl,181.65,6,2,2,2016
35,Ultra Street Fighter IV,160.0,3,1,2,2016
36,Quake Live,118.86,3,3,2,2016
37,Age of Mythology,110.0,3,1,2,2016
38,Mortal Kombat X,80.0,6,2,2,2016
39,Super Smash Bros.,56.79,6,2,2,2016
1,Dota 2,3242298.94,171,13,3,2016
2,Halo 5: Guardians,2504265.8,75,2,3,2016
3,Counter-Strike: Global Offensive,574671.13,667,68,3,2016
4,Call of Duty: Black Ops III,432254.16,145,7,3,2016
5,Heroes of the Storm,376301.21,176,11,3,2016
6,Hearthstone,308347.01,64,10,3,2016
7,League of Legends,299620.13,365,23,3,2016
8,StarCraft II,265450.36,148,66,3,2016
9,World of Tanks,82000.0,14,1,3,2016
10,Street Fighter V,61917.15,33,13,3,2016
11,Super Smash Bros. Melee,61002.65,193,61,3,2016
12,FIFA 16,35097.65,9,3,3,2016
13,Super Smash Bros. for Wii U,34554.05,112,27,3,2016
14,Vainglory,30000.0,21,1,3,2016
15,Rocket League,11574.05,42,13,3,2016
16,Old School Runescape,10000.0,1,1,3,2016
17,Overwatch,9140.12,62,13,3,2016
18,Project M,6885.7,28,5,3,2016
19,TrackMania 2: Stadium,4004.84,10,3,3,2016
20,Ultra Street Fighter IV,3020.0,8,3,3,2016
21,Team Fortress 2,3015.34,18,1,3,2016
22,Ultimate Marvel vs. Capcom 3,2850.0,13,7,3,2016
23,Battlefield 4,2637.0,15,1,3,2016
24,Mortal Kombat X,2565.0,13,6,3,2016
25,WarCraft III,2089.51,22,12,3,2016
26,Heroes of Newerth,2058.27,30,2,3,2016
27,Chess.com,2000.0,12,2,3,2016
28,Guilty Gear Xrd -SIGN-,1995.0,9,3,3,2016
29,Tekken Tag Tournament 2,1620.0,4,1,3,2016
30,Brawlhalla,1360.0,16,4,3,2016
31,Nitroplus Blasterz: Heroines Infinite Duel,1120.0,3,1,3,2016
32,Age of Mythology,1062.0,4,1,3,2016
33,Xonotic,943.24,34,1,3,2016
34,Killer Instinct (2013),860.0,6,2,3,2016
35,Dead or Alive 5: Last Round,640.0,3,1,3,2016
36,Age of Empires II,620.0,6,2,3,2016
37,Super Smash Bros. Brawl,534.07,7,2,3,2016
38,Project Cars,391.5,6,7,3,2016
39,Under Night In-Birth EXE: Late,330.0,6,2,3,2016
40,Tekken 7,320.0,3,1,3,2016
41,Pokkén Tournament,230.0,3,1,3,2016
42,Quake Live,180.64,4,4,3,2016
43,Unreal Tournament (2016),146.42,3,1,3,2016
44,Age of Empires III,120.0,4,1,3,2016
45,Marvel vs. Capcom 2,100.0,3,1,3,2016
46,Super Street Fighter II Turbo,95.0,3,1,3,2016
47,Super Smash Bros.,60.0,11,2,3,2016
1,Counter-Strike: Global Offensive,1759135.49,1020,70,4,2016
2,League of Legends,1459231.04,561,24,4,2016
3,Heroes of the Storm,611038.0,105,6,4,2016
4,Dota 2,450127.1,168,14,4,2016
5,Call of Duty: Black Ops III,309329.68,80,6,4,2016
6,World of Tanks,300000.0,28,1,4,2016
7,CrossFire,255156.0,48,1,4,2016
8,StarCraft II,204212.08,155,64,4,2016
9,Super Smash Bros. Melee,75480.2,168,56,4,2016
10,Gears of War: Ultimate Edition,60000.0,24,1,4,2016
11,Hearthstone,29898.58,52,7,4,2016
12,Super Smash Bros. for Wii U,25551.05,130,27,4,2016
13,Team Fortress 2,16262.26,29,3,4,2016
14,StarCraft: Brood War,15020.0,10,2,4,2016
15,Clash Royale,15000.0,2,1,4,2016
16,Rainbow Six Siege,10886.5,5,2,4,2016
17,Overwatch,9705.99,53,12,4,2016
18,Street Fighter V,8695.0,25,10,4,2016
19,Heroes of Newerth,8188.76,15,4,4,2016
20,WarCraft III,8147.38,18,10,4,2016
21,SMITE,7796.95,30,3,4,2016
22,Age of Empires II,7555.11,38,5,4,2016
23,Point Blank,7108.33,17,1,4,2016
24,Rocket League,6655.57,61,28,4,2016
25,Attack on Titan Tribute Game,5000.0,4,1,4,2016
26,osu!,3080.0,17,1,4,2016
27,Tekken 7,3000.0,8,1,4,2016
28,World of WarCraft,3000.0,6,1,4,2016
29,Age of Empires,2684.0,24,3,4,2016
30,Super Smash Bros.,2594.3,16,5,4,2016
31,iRacing.com,1853.68,111,3,4,2016
32,Brawlhalla,1111.32,7,6,4,2016
33,Naruto Shippuden: Ultimate Ninja Storm 4,1000.0,0,1,4,2016
34,Ultimate Marvel vs. Capcom 3,790.0,9,4,4,2016
35,TrackMania 2: Stadium,739.08,7,2,4,2016
36,Mortal Kombat X,659.29,6,3,4,2016
37,Trackmania Turbo,566.91,3,1,4,2016
38,Ultra Street Fighter IV,420.0,3,1,4,2016
39,FIFA 16,398.83,3,1,4,2016
40,Project Cars,336.0,4,6,4,2016
41,Rivals of Aether,250.0,1,1,4,2016
42,Guilty Gear Xrd -REVELATOR-,220.0,3,1,4,2016
43,Marvel vs. Capcom 3,199.29,0,1,4,2016
44,Quake Live,135.48,4,3,4,2016
45,Pokkén Tournament,80.0,3,1,4,2016
46,Killer Instinct (2013),50.0,3,1,4,2016
1,Counter-Strike: Global Offensive,1628344.95,883,71,5,2016
2,Dota 2,1054186.63,215,10,5,2016
3,League of Legends,517405.11,145,11,5,2016
4,StarCraft II,485482.71,146,59,5,2016
5,Heroes of the Storm,406226.8,163,9,5,2016
6,Hearthstone,241970.21,132,19,5,2016
7,Magic: The Gathering Online,104000.0,13,1,5,2016
8,Guild Wars 2,100000.0,98,2,5,2016
9,Call of Duty: Black Ops III,67971.6,92,4,5,2016
10,Rainbow Six Siege,55953.23,40,5,5,2016
11,Super Smash Bros. for Wii U,53229.07,145,29,5,2016
12,Street Fighter V,52299.28,47,11,5,2016
13,Super Smash Bros. Melee,49424.7,170,64,5,2016
14,Point Blank,48000.0,30,1,5,2016
15,WarCraft III,41157.56,33,9,5,2016
16,FIFA 16,35904.69,16,4,5,2016
17,FIFA Online 3,34082.4,12,1,5,2016
18,Age of Empires,32409.0,43,8,5,2016
19,Overwatch,26397.62,96,11,5,2016
20,Pro Evolution Soccer 2016,25995.57,3,1,5,2016
21,Rocket League,17400.7,72,30,5,2016
22,SMITE,14040.0,31,2,5,2016
23,Mortal Kombat X,12935.7,17,4,5,2016
24,Heroes of Newerth,8489.85,35,2,5,2016
25,Halo 5: Guardians,7971.6,12,1,5,2016
26,Tekken 7,5643.68,14,3,5,2016
27,Skullgirls Encore,4530.0,10,2,5,2016
28,Team Fortress 2,4061.18,24,4,5,2016
29,Chess.com,3599.95,20,2,5,2016
30,Brawlhalla,3260.0,63,5,5,2016
31,Guilty Gear Xrd -REVELATOR-,2599.3,19,4,5,2016
32,Ultra Street Fighter IV,1546.61,18,4,5,2016
33,Killer Instinct (2013),1530.0,10,2,5,2016
34,Project M,1470.91,22,4,5,2016
35,Ultimate Marvel vs. Capcom 3,1307.66,18,4,5,2016
36,Dead or Alive 5: Last Round,1034.58,10,3,5,2016
37,StarCraft: Brood War,947.0,4,2,5,2016
38,BlazBlue: Chronophantasma Extend,724.56,9,3,5,2016
39,Super Smash Bros.,633.02,8,1,5,2016
40,Age of Empires II,630.0,9,3,5,2016
41,King of Fighters XIII,584.57,7,2,5,2016
42,Super Smash Bros. Brawl,480.47,8,1,5,2016
43,Vampire Savior,460.0,3,1,5,2016
44,Super Street Fighter II Turbo,439.02,7,2,5,2016
45,Under Night In-Birth EXE: Late,400.0,6,2,5,2016
46,King of Fighters 2002 Unlimited Match,380.0,3,1,5,2016
47,Persona 4 Arena Ultimax,290.0,6,2,5,2016
48,Virtua Fighter 5 Final Showdown,268.54,7,2,5,2016
49,Xonotic,250.05,26,1,5,2016
50,Quake Live,225.8,4,5,5,2016
51,Bloodline Champions,167.53,6,2,5,2016
52,Pokkén Tournament,160.17,4,1,5,2016
53,Age of Empires III,150.0,1,1,5,2016
54,Dengeki Bunko: Fighting Climax Ignition,142.3,3,1,5,2016
55,Tekken Tag Tournament 2,0.0,3,1,5,2016
1,Dota 2,3319441.92,140,5,6,2016
2,Counter-Strike: Global Offensive,1153379.58,768,58,6,2016
3,Heroes of the Storm,772400.0,119,3,6,2016
4,Hearthstone,306510.07,67,13,6,2016
5,FIFA Online 3,301000.0,31,1,6,2016
6,SMITE,300000.0,114,3,6,2016
7,Mortal Kombat X,200000.0,8,1,6,2016
8,Heroes of Newerth,141723.36,40,1,6,2016
9,Vainglory,131040.0,90,3,6,2016
10,Call of Duty: Black Ops III,116026.0,97,3,6,2016
11,StarCraft II,103387.84,132,66,6,2016
12,Guild Wars 2,100000.0,24,1,6,2016
13,Paladins,100000.0,20,1,6,2016
14,Attack on Titan Tribute Game,75000.0,14,4,6,2016
15,Overwatch,60633.61,98,26,6,2016
16,Super Smash Bros. Melee,52062.67,159,55,6,2016
17,Madden NFL 2016,50000.0,8,1,6,2016
18,Super Smash Bros. for Wii U,43280.2,101,23,6,2016
19,League of Legends,42758.81,101,8,6,2016
20,WarCraft III,39508.22,33,9,6,2016
21,Street Fighter V,38370.0,11,2,6,2016
22,Mortal Kombat XL,31297.16,13,3,6,2016
23,Pokkén Tournament,17490.0,16,2,6,2016
24,Old School Runescape,10000.0,1,1,6,2016
25,Point Blank,7373.07,19,2,6,2016
26,Project M,6895.0,22,3,6,2016
27,Rocket League,6020.32,67,28,6,2016
28,Tekken 7,5560.0,8,1,6,2016
29,osu!,3240.0,18,1,6,2016
30,Team Fortress 2,3000.0,24,1,6,2016
31,StarCraft: Brood War,2393.34,2,1,6,2016
32,TrackMania 2: Stadium,2360.37,7,2,6,2016
33,Brawlhalla,2350.0,26,5,6,2016
34,Chess.com,2000.02,12,2,6,2016
35,Guilty Gear Xrd -REVELATOR-,1760.0,8,1,6,2016
36,Ultimate Marvel vs. Capcom 3,1660.0,8,1,6,2016
37,Ultra Street Fighter IV,1220.0,8,1,6,2016
38,Killer Instinct (2013),1150.0,8,1,6,2016
39,Age of Empires II,1075.0,5,2,6,2016
40,Age of Empires,817.0,3,1,6,2016
41,Super Smash Bros.,610.0,16,4,6,2016
42,Age of Mythology,298.0,4,1,6,2016
43,Bloodline Champions,287.79,6,2,6,2016
44,Unreal Tournament (2016),250.0,8,1,6,2016
45,Pro Evolution Soccer 2016,232.2,3,1,6,2016
46,Quake Live,135.48,2,3,6,2016
1,Counter-Strike: Global Offensive,2955840.82,783,59,7,2016
2,Dota 2,1309745.81,340,20,7,2016
3,Call of Duty: Black Ops III,560540.0,106,7,7,2016
4,Halo 5: Guardians,293000.0,49,3,7,2016
5,League of Legends,250137.61,343,23,7,2016
6,CrossFire,200000.0,20,1,7,2016
7,StarCraft II,199202.99,124,49,7,2016
8,Hearthstone,192870.13,90,11,7,2016
9,Overwatch,156328.29,326,41,7,2016
10,Heroes of the Storm,133192.0,91,3,7,2016
11,Street Fighter V,116070.0,13,2,7,2016
12,Clash Royale,99750.27,4,1,7,2016
13,Arena of Valor,85835.88,9,1,7,2016
14,Mortal Kombat XL,57130.0,8,1,7,2016
15,Super Smash Bros. Melee,53062.41,159,64,7,2016
16,Gears of War: Ultimate Edition,50000.0,32,1,7,2016
17,Super Smash Bros. for Wii U,44531.11,63,17,7,2016
18,SMITE,38300.0,72,4,7,2016
19,WarCraft III,27695.11,7,6,7,2016
20,Pokkén Tournament,21800.0,8,1,7,2016
21,Killer Instinct (2013),20460.0,8,1,7,2016
22,Guilty Gear Xrd -REVELATOR-,19100.0,8,1,7,2016
23,Rocket League,17549.29,65,30,7,2016
24,Rainbow Six Siege,12500.0,21,2,7,2016
25,Ultimate Marvel vs. Capcom 3,7820.0,8,1,7,2016
26,Tekken 7,5490.0,8,1,7,2016
27,Age of Empires II,4750.0,27,6,7,2016
28,Brawlhalla,3899.82,33,10,7,2016
29,Heroes of Newerth,3585.02,0,1,7,2016
30,Quake Live,2000.0,4,1,7,2016
31,Chess.com,1995.0,14,2,7,2016
32,Age of Mythology,1936.0,8,1,7,2016
33,FIFA 16,1155.52,5,2,7,2016
34,Team Fortress 2,1104.0,6,1,7,2016
35,Project M,897.0,16,5,7,2016
36,Attack on Titan Tribute Game,500.0,3,1,7,2016
37,Street Fighter X Tekken,300.0,3,1,7,2016
38,Super Smash Bros.,250.0,6,1,7,2016
39,Pro Evolution Soccer 2016,245.86,3,1,7,2016
40,StarCraft: Brood War,75.0,4,1,7,2016
41,Super Smash Bros. Brawl,28.35,3,1,7,2016
1,Dota 2,20858599.5,160,6,8,2016
2,League of Legends,1496842.81,518,23,8,2016
3,Counter-Strike: Global Offensive,508879.35,1101,70,8,2016
4,Heroes of the Storm,328520.0,110,3,8,2016
5,StarCraft II,302356.05,121,53,8,2016
6,Overwatch,163282.62,221,30,8,2016
7,Hearthstone,127879.57,64,8,8,2016
8,Call of Duty: Black Ops III,106940.2,44,3,8,2016
9,WarCraft III,83274.2,19,7,8,2016
10,Rocket League,69081.7,67,26,8,2016
11,Super Smash Bros. Melee,66995.49,194,61,8,2016
12,Rainbow Six Siege,62500.0,20,1,8,2016
13,Uncharted 4: A Thief's End,46235.07,5,1,8,2016
14,SMITE,43520.0,60,3,8,2016
15,Super Smash Bros. for Wii U,40369.25,93,20,8,2016
16,Team Fortress 2,25165.6,43,2,8,2016
17,Quake Live,25000.0,8,1,8,2016
18,QuakeWorld,25000.0,16,1,8,2016
19,Heroes of Newerth,10153.72,18,3,8,2016
20,Super Smash Bros.,8860.68,39,9,8,2016
21,Street Fighter V,8360.0,20,5,8,2016
22,Project M,8060.83,45,8,8,2016
23,Point Blank,7217.6,18,2,8,2016
24,FIFA 16,4814.28,8,1,8,2016
25,CrossFire,3280.0,26,4,8,2016
26,Tekken 7,3000.0,8,1,8,2016
27,Super Smash Bros. Brawl,2670.0,14,3,8,2016
28,Chess.com,2001.0,11,2,8,2016
29,Brawlhalla,1982.66,24,8,8,2016
30,TrackMania 2: Stadium,1703.71,6,4,8,2016
31,Mortal Kombat XL,1070.0,3,1,8,2016
32,Naruto Shippuden: Ultimate Ninja Storm 4,1000.0,0,1,8,2016
33,Ultimate Marvel vs. Capcom 3,740.0,3,1,8,2016
34,Pro Evolution Soccer 2016,516.31,6,2,8,2016
35,Attack on Titan Tribute Game,500.0,3,1,8,2016
36,iRacing.com,466.2,6,2,8,2016
37,Pokkén Tournament,355.0,4,2,8,2016
38,King of Fighters XIV,330.0,3,1,8,2016
39,Skullgirls Encore,240.0,6,2,8,2016
40,Guilty Gear Xrd -REVELATOR-,210.0,3,1,8,2016
41,Age of Empires II,100.0,2,1,8,2016
1,Call of Duty: Black Ops III,2008322.22,139,2,9,2016
2,Counter-Strike: Global Offensive,1058204.54,763,68,9,2016
3,StarCraft II,469227.01,125,52,9,2016
4,Overwatch,379570.85,271,28,9,2016
5,Hearthstone,260290.8,78,10,9,2016
6,Dota 2,208035.2,157,9,9,2016
7,Heroes of the Storm,135836.0,70,4,9,2016
8,Point Blank,114436.29,75,2,9,2016
9,Rocket League,64352.16,86,33,9,2016
10,Vainglory,60000.0,45,2,9,2016
11,Street Fighter V,37771.42,26,4,9,2016
12,League of Legends,25015.83,49,7,9,2016
13,Super Smash Bros. Melee,24532.32,188,81,9,2016
14,StarCraft: Brood War,21192.0,16,1,9,2016
15,Super Smash Bros. for Wii U,20580.68,77,16,9,2016
16,WarCraft III,15479.81,10,6,9,2016
17,Brawlhalla,6367.94,37,11,9,2016
18,Heroes of Newerth,4619.84,10,2,9,2016
19,Chess.com,2004.0,16,2,9,2016
20,osu!,1900.0,169,1,9,2016
21,Battlerite,1584.2,5,2,9,2016
22,Attack on Titan Tribute Game,500.0,3,1,9,2016
23,Mortal Kombat X,500.0,3,1,9,2016
24,Team Fortress 2,448.63,26,1,9,2016
25,Age of Mythology,300.0,1,1,9,2016
26,NHL '94,256.0,3,1,9,2016
27,Pro Evolution Soccer 2016,253.9,3,1,9,2016
28,Age of Empires II,200.0,2,1,9,2016
29,Super Smash Bros. Brawl,160.0,4,1,9,2016
30,Age of Empires III,100.0,2,1,9,2016
31,Xonotic,89.86,22,1,9,2016
32,TrackMania 2: Stadium,56.0,1,1,9,2016
33,Pokkén Tournament,50.0,1,1,9,2016
1,League of Legends,5144753.33,212,13,10,2016
2,Counter-Strike: Global Offensive,2494378.25,992,92,10,2016
3,Dota 2,645307.65,231,14,10,2016
4,Overwatch,363501.37,348,28,10,2016
5,Heroes of the Storm,267606.0,125,5,10,2016
6,H1Z1,267244.0,18,2,10,2016
7,CrossFire,210945.47,123,12,10,2016
8,World of WarCraft,200000.0,62,2,10,2016
9,CrossFire Mobile,185612.5,0,1,10,2016
10,StarCraft II,173406.6,107,54,10,2016
11,Hearthstone,170465.17,63,11,10,2016
12,Street Fighter V,146793.77,41,6,10,2016
13,World of Tanks,100000.0,28,1,10,2016
14,Call of Duty: Black Ops III,60484.9,64,4,10,2016
15,Super Smash Bros. Melee,59083.27,178,64,10,2016
16,Halo 5: Guardians,53750.0,51,6,10,2016
17,iRacing.com,45000.0,23,3,10,2016
18,Rainbow Six Siege,39161.62,51,4,10,2016
19,Rocket League,31533.58,115,42,10,2016
20,Age of Empires II,30861.0,79,4,10,2016
21,Gears of War 4,28415.0,40,6,10,2016
22,Super Smash Bros. for Wii U,26821.27,87,19,10,2016
23,SMITE,24035.09,40,3,10,2016
24,WarCraft III,20093.27,25,13,10,2016
25,Age of Empires,16425.0,60,4,10,2016
26,FIFA 17,15000.0,4,1,10,2016
27,Project Cars,12400.0,9,2,10,2016
28,Mortal Kombat XL,11444.23,11,2,10,2016
29,Clash Royale,10109.29,6,3,10,2016
30,Old School Runescape,10000.0,1,1,10,2016
31,Tekken 7,8244.56,14,2,10,2016
32,Brawlhalla,6439.0,49,9,10,2016
33,Project M,5790.0,19,3,10,2016
34,Guilty Gear Xrd -REVELATOR-,5010.19,23,3,10,2016
35,King of Fighters XIV,4988.49,18,3,10,2016
36,Heroes of Newerth,4627.23,10,2,10,2016
37,Paladins,4000.0,6,1,10,2016
38,Battlefield 4,2887.63,20,1,10,2016
39,BlazBlue: Central Fiction,2836.51,11,2,10,2016
40,Chess.com,2253.0,9,2,10,2016
41,Pro Evolution Soccer 2017,1875.3,8,2,10,2016
42,Age of Mythology,1708.0,12,4,10,2016
43,Call of Duty: Modern Warfare 2,1700.0,12,1,10,2016
44,Skullgirls 2nd Encore,1700.0,8,1,10,2016
45,Tetris,1500.0,2,1,10,2016
46,Super Smash Bros.,1320.0,10,2,10,2016
47,Ultimate Marvel vs. Capcom 3,1133.4,5,2,10,2016
48,Super Street Fighter II Turbo,925.7,8,1,10,2016
49,Melty Blood: Actress Again Current Code,700.0,8,1,10,2016
50,Under Night In-Birth EXE: Late,690.0,8,1,10,2016
51,Unreal Tournament (2016),675.0,7,1,10,2016
52,Killer Instinct (2013),599.59,6,2,10,2016
53,Dengeki Bunko: Fighting Climax Ignition,520.0,8,1,10,2016
54,Attack on Titan Tribute Game,500.0,3,1,10,2016
55,Persona 4 Arena Ultimax,470.0,3,1,10,2016
56,Guilty Gear XX Accent Core Plus R,460.0,3,1,10,2016
57,Vampire Savior,458.74,6,2,10,2016
58,Battlerite,359.36,13,4,10,2016
59,Vainglory,327.36,9,3,10,2016
60,Catherine,270.0,3,1,10,2016
61,Nitroplus Blasterz: Heroines Infinite Duel,260.0,3,1,10,2016
62,Koihime Enbu,250.0,3,1,10,2016
63,Team Fortress 2,243.84,18,1,10,2016
64,Pokkén Tournament,216.49,3,1,10,2016
65,Arcana Heart 3: LOVE MAX!!!!!,210.0,3,1,10,2016
66,Age of Empires III,200.0,2,1,10,2016
