year,prize_year,tournaments,prize_pct_total,profile_link
2019,26439.4,3,16.85,/players/32848-tobi-yang-jin-mo
2018,6818.18,1,4.34,/players/32848-tobi-yang-jin-mo
2017,36172.09,6,23.05,/players/32848-tobi-yang-jin-mo
2016,9838.58,4,6.27,/players/32848-tobi-yang-jin-mo
2022,60476.19,3,40.82,/players/47237-creative-kim-young-wan
2021,2500.0,1,1.69,/players/47237-creative-kim-young-wan
2020,72681.82,3,49.06,/players/47237-creative-kim-young-wan
2019,10290.0,4,6.95,/players/47237-creative-kim-young-wan
2018,2195.05,3,1.48,/players/47237-creative-kim-young-wan
2022,30833.33,3,23.23,/players/57262-fits-kim-dong-eon
2021,2500.0,1,1.88,/players/57262-fits-kim-dong-eon
2020,72681.82,3,54.75,/players/57262-fits-kim-dong-eon
2019,26439.4,3,19.92,/players/57262-fits-kim-dong-eon
2018,297.86,1,0.22,/players/57262-fits-kim-dong-eon
2020,72681.82,3,57.55,/players/37341-michelle-choi-min-hyuk
2019,26439.4,3,20.93,/players/37341-michelle-choi-min-hyuk
2018,12429.84,3,9.84,/players/37341-michelle-choi-min-hyuk
2017,14746.1,3,11.68,/players/37341-michelle-choi-min-hyuk
2021,2500.0,1,2.29,/players/42796-marve1-hwang-min-seo
2020,72681.82,3,66.65,/players/42796-marve1-hwang-min-seo
2019,26439.4,3,24.24,/players/42796-marve1-hwang-min-seo
2018,6856.11,3,6.29,/players/42796-marve1-hwang-min-seo
2017,575.78,2,0.53,/players/42796-marve1-hwang-min-seo
2022,875.0,1,0.67,/players/48636-zezinho23-henrique-lempke
2020,72675.0,4,55.25,/players/48636-zezinho23-henrique-lempke
2019,45500.0,6,34.59,/players/48636-zezinho23-henrique-lempke
2018,12500.0,3,9.5,/players/48636-zezinho23-henrique-lempke
2022,8375.6,3,3.23,/players/26570-niko-nikolaj-kristensen
2021,45533.33,12,17.58,/players/26570-niko-nikolaj-kristensen
2020,72600.0,14,28.02,/players/26570-niko-nikolaj-kristensen
2019,22300.0,11,8.61,/players/26570-niko-nikolaj-kristensen
2018,55150.0,15,21.29,/players/26570-niko-nikolaj-kristensen
2017,40575.19,16,15.66,/players/26570-niko-nikolaj-kristensen
2016,14381.96,12,5.55,/players/26570-niko-nikolaj-kristensen
2015,159.76,2,0.06,/players/26570-niko-nikolaj-kristensen
2022,357.14,1,0.1,/players/3096-alwayswannafly-andrii-bondarenko
2021,10400.0,2,2.82,/players/3096-alwayswannafly-andrii-bondarenko
2020,72571.4,15,19.65,/players/3096-alwayswannafly-andrii-bondarenko
2019,5500.0,2,1.49,/players/3096-alwayswannafly-andrii-bondarenko
2018,105979.93,7,28.69,/players/3096-alwayswannafly-andrii-bondarenko
2017,2733.33,9,0.74,/players/3096-alwayswannafly-andrii-bondarenko
2016,16905.42,15,4.58,/players/3096-alwayswannafly-andrii-bondarenko
2015,95218.1,17,25.78,/players/3096-alwayswannafly-andrii-bondarenko
2014,47848.65,19,12.96,/players/3096-alwayswannafly-andrii-bondarenko
2013,9541.64,14,2.58,/players/3096-alwayswannafly-andrii-bondarenko
2012,98.4,1,0.03,/players/3096-alwayswannafly-andrii-bondarenko
2011,2187.44,2,0.59,/players/3096-alwayswannafly-andrii-bondarenko
2022,7500.0,3,2.79,/players/15061-general-viktor-nigrini
2021,8750.0,3,3.26,/players/15061-general-viktor-nigrini
2020,72571.4,15,27.01,/players/15061-general-viktor-nigrini
2019,10000.0,1,3.72,/players/15061-general-viktor-nigrini
2018,16600.0,6,6.18,/players/15061-general-viktor-nigrini
2017,41900.0,9,15.6,/players/15061-general-viktor-nigrini
2016,104864.22,12,39.03,/players/15061-general-viktor-nigrini
2015,6488.63,11,2.42,/players/15061-general-viktor-nigrini
2022,15550.0,5,13.89,/players/45503-v-tune-alik-vorobey
2021,11550.0,3,10.32,/players/45503-v-tune-alik-vorobey
2020,72571.4,15,64.81,/players/45503-v-tune-alik-vorobey
2019,12085.71,3,10.79,/players/45503-v-tune-alik-vorobey
2017,213.9,1,0.19,/players/45503-v-tune-alik-vorobey
2022,3159.95,2,0.65,/players/9657-18-dai-yue-qiang
2021,1935.35,1,0.4,/players/9657-18-dai-yue-qiang
2020,72472.24,4,14.82,/players/9657-18-dai-yue-qiang
2019,24484.76,2,5.01,/players/9657-18-dai-yue-qiang
2018,25282.15,4,5.17,/players/9657-18-dai-yue-qiang
2017,166443.45,6,34.03,/players/9657-18-dai-yue-qiang
2016,107083.23,5,21.9,/players/9657-18-dai-yue-qiang
2015,9297.67,2,1.9,/players/9657-18-dai-yue-qiang
2014,41370.8,4,8.46,/players/9657-18-dai-yue-qiang
2013,15210.8,3,3.11,/players/9657-18-dai-yue-qiang
2012,22318.81,3,4.56,/players/9657-18-dai-yue-qiang
2023,200.0,1,0.14,/players/75866-jefferyx-jeffery-xiong
2022,60550.0,24,41.16,/players/75866-jefferyx-jeffery-xiong
2021,8596.61,17,5.84,/players/75866-jefferyx-jeffery-xiong
2020,71650.15,16,48.7,/players/75866-jefferyx-jeffery-xiong
2019,4807.0,3,3.27,/players/75866-jefferyx-jeffery-xiong
2018,387.1,1,0.26,/players/75866-jefferyx-jeffery-xiong
2017,883.33,2,0.6,/players/75866-jefferyx-jeffery-xiong
2015,50.0,1,0.03,/players/75866-jefferyx-jeffery-xiong
2022,62850.0,18,26.1,/players/60669-mist-nick-costello
2021,65366.67,16,27.15,/players/60669-mist-nick-costello
2020,71074.13,23,29.52,/players/60669-mist-nick-costello
2019,41367.09,8,17.18,/players/60669-mist-nick-costello
2018,140.83,3,0.06,/players/60669-mist-nick-costello
2021,600.0,1,0.77,/players/67281-breso-leevi-breslin
2020,70460.0,9,90.7,/players/67281-breso-leevi-breslin
2019,6625.0,11,8.53,/players/67281-breso-leevi-breslin
2020,70092.36,10,63.58,/players/32430-diya-lu-weida
2019,25000.0,2,22.68,/players/32430-diya-lu-weida
2018,2083.33,1,1.89,/players/32430-diya-lu-weida
2017,9563.13,5,8.67,/players/32430-diya-lu-weida
2016,3504.1,4,3.18,/players/32430-diya-lu-weida
2022,59083.58,6,1.12,/players/3145-kuroky-kuro-takhasomi
2021,18660.0,5,0.35,/players/3145-kuroky-kuro-takhasomi
2020,69816.0,10,1.32,/players/3145-kuroky-kuro-takhasomi
2019,999081.6,7,18.94,/players/3145-kuroky-kuro-takhasomi
2018,647150.4,12,12.27,/players/3145-kuroky-kuro-takhasomi
2017,2436772.4,14,46.18,/players/3145-kuroky-kuro-takhasomi
2016,362813.2,13,6.88,/players/3145-kuroky-kuro-takhasomi
2015,333892.82,15,6.33,/players/3145-kuroky-kuro-takhasomi
2014,189893.7,15,3.6,/players/3145-kuroky-kuro-takhasomi
2013,157131.09,21,2.98,/players/3145-kuroky-kuro-takhasomi
2012,1329.6,5,0.03,/players/3145-kuroky-kuro-takhasomi
2010,600.0,1,0.01,/players/3145-kuroky-kuro-takhasomi
2008,123.34,1,0.0,/players/3145-kuroky-kuro-takhasomi
2022,5666.66,5,1.32,/players/31009-turbopolsa-pierre-silfver
2021,64166.67,15,14.91,/players/31009-turbopolsa-pierre-silfver
2020,69689.12,20,16.19,/players/31009-turbopolsa-pierre-silfver
2019,120508.24,13,27.99,/players/31009-turbopolsa-pierre-silfver
2018,104846.42,14,24.36,/players/31009-turbopolsa-pierre-silfver
2017,62266.19,27,14.46,/players/31009-turbopolsa-pierre-silfver
2016,3297.99,25,0.77,/players/31009-turbopolsa-pierre-silfver
2015,25.17,1,0.01,/players/31009-turbopolsa-pierre-silfver
2020,69500.0,7,36.49,/players/47708-fero-maurice-henriquez
2019,10500.0,3,5.51,/players/47708-fero-maurice-henriquez
2018,110450.0,7,57.99,/players/47708-fero-maurice-henriquez
2023,2876.22,1,1.51,/players/69545-boliang-chen-qicheng
2022,4594.6,2,2.41,/players/69545-boliang-chen-qicheng
2021,76138.43,2,39.91,/players/69545-boliang-chen-qicheng
2020,69140.06,8,36.24,/players/69545-boliang-chen-qicheng
2019,38022.34,5,19.93,/players/69545-boliang-chen-qicheng
2022,8943.8,4,7.66,/players/69546-l1nnnn-lin-xin
2021,621.68,1,0.53,/players/69546-l1nnnn-lin-xin
2020,69140.06,8,59.23,/players/69546-l1nnnn-lin-xin
2019,38022.34,5,32.57,/players/69546-l1nnnn-lin-xin
2022,19250.0,2,19.3,/players/75849-sebastian-leinier-dominguez-perez
2021,10000.0,3,10.02,/players/75849-sebastian-leinier-dominguez-perez
2020,69037.5,9,69.2,/players/75849-sebastian-leinier-dominguez-perez
2018,1074.6,2,1.08,/players/75849-sebastian-leinier-dominguez-perez
2017,213.33,2,0.21,/players/75849-sebastian-leinier-dominguez-perez
2014,187.5,1,0.19,/players/75849-sebastian-leinier-dominguez-perez
2022,2348.34,2,1.02,/players/13585-lsnn-li-sinan
2021,2211.83,1,0.96,/players/13585-lsnn-li-sinan
2020,68776.41,3,29.77,/players/13585-lsnn-li-sinan
2019,17540.78,3,7.59,/players/13585-lsnn-li-sinan
2018,19570.61,3,8.47,/players/13585-lsnn-li-sinan
2017,10192.8,2,4.41,/players/13585-lsnn-li-sinan
2016,31780.29,5,13.75,/players/13585-lsnn-li-sinan
2015,15773.0,1,6.83,/players/13585-lsnn-li-sinan
2014,34048.8,4,14.74,/players/13585-lsnn-li-sinan
2013,25158.06,3,10.89,/players/13585-lsnn-li-sinan
2012,3661.6,1,1.58,/players/13585-lsnn-li-sinan
2020,68628.0,2,71.02,/players/16783-qiuqiu-liang-jian
2019,8900.0,1,9.21,/players/16783-qiuqiu-liang-jian
2018,6942.84,2,7.18,/players/16783-qiuqiu-liang-jian
2017,2905.7,1,3.01,/players/16783-qiuqiu-liang-jian
2015,9254.83,1,9.58,/players/16783-qiuqiu-liang-jian
2022,250.0,1,0.03,/players/3289-kennys-kenny-schrub
2021,14300.0,4,1.96,/players/3289-kennys-kenny-schrub
2020,68439.36,17,9.36,/players/3289-kennys-kenny-schrub
2019,110183.18,20,15.06,/players/3289-kennys-kenny-schrub
2018,39466.67,15,5.4,/players/3289-kennys-kenny-schrub
2017,292500.0,17,39.99,/players/3289-kennys-kenny-schrub
2016,92923.73,20,12.7,/players/3289-kennys-kenny-schrub
2015,80662.47,23,11.03,/players/3289-kennys-kenny-schrub
2014,11814.41,17,1.62,/players/3289-kennys-kenny-schrub
2013,11883.28,21,1.62,/players/3289-kennys-kenny-schrub
2012,8856.0,13,1.21,/players/3289-kennys-kenny-schrub
2011,130.49,1,0.02,/players/3289-kennys-kenny-schrub
2020,68050.0,9,38.33,/players/28107-silvername-vladislav-sinotov
2019,9812.5,4,5.53,/players/28107-silvername-vladislav-sinotov
2018,3700.0,4,2.08,/players/28107-silvername-vladislav-sinotov
2017,1000.0,1,0.56,/players/28107-silvername-vladislav-sinotov
2016,94964.54,4,53.49,/players/28107-silvername-vladislav-sinotov
2022,1550.0,13,1.28,/players/50912-powerz-victor-mateo
2021,19080.0,15,15.75,/players/50912-powerz-victor-mateo
2020,67340.0,29,55.59,/players/50912-powerz-victor-mateo
2019,23060.0,13,19.04,/players/50912-powerz-victor-mateo
2018,10000.0,1,8.26,/players/50912-powerz-victor-mateo
2017,100.0,1,0.08,/players/50912-powerz-victor-mateo
2021,19080.0,15,6.97,/players/32562-justin-kenny
2020,67240.0,28,24.56,/players/32562-justin-kenny
2019,23560.0,11,8.61,/players/32562-justin-kenny
2018,35850.0,11,13.1,/players/32562-justin-kenny
2017,78000.0,26,28.5,/players/32562-justin-kenny
2016,49850.0,11,18.21,/players/32562-justin-kenny
2015,150.0,1,0.05,/players/32562-justin-kenny
2020,67000.0,2,57.26,/players/73940-eli-loveman
2019,50000.0,1,42.74,/players/73940-eli-loveman
2021,2190.84,1,2.23,/players/51906-yazhe-wang-lin
2020,66960.13,3,68.26,/players/51906-yazhe-wang-lin
2019,18389.5,2,18.75,/players/51906-yazhe-wang-lin
2018,7461.41,3,7.61,/players/51906-yazhe-wang-lin
2017,3086.9,2,3.15,/players/51906-yazhe-wang-lin
2021,29464.0,18,3.7,/players/2268-innovation-lee-shin-hyung
2020,66835.01,63,8.39,/players/2268-innovation-lee-shin-hyung
2019,177860.02,26,22.32,/players/2268-innovation-lee-shin-hyung
2018,42984.68,42,5.39,/players/2268-innovation-lee-shin-hyung
2017,149548.52,57,18.76,/players/2268-innovation-lee-shin-hyung
2016,32848.01,16,4.12,/players/2268-innovation-lee-shin-hyung
2015,73940.72,13,9.28,/players/2268-innovation-lee-shin-hyung
2014,95917.6,20,12.04,/players/2268-innovation-lee-shin-hyung
2013,118332.15,21,14.85,/players/2268-innovation-lee-shin-hyung
2012,7517.48,4,0.94,/players/2268-innovation-lee-shin-hyung
2010,1735.51,1,0.22,/players/2268-innovation-lee-shin-hyung
2022,19590.48,4,15.4,/players/78136-nivera-nabil-benrlitom
2021,41459.69,6,32.6,/players/78136-nivera-nabil-benrlitom
2020,66138.42,14,52.0,/players/78136-nivera-nabil-benrlitom
2020,65650.0,7,74.5,/players/54711-assault-kovon-richardson
2019,19975.0,27,22.67,/players/54711-assault-kovon-richardson
2018,2500.0,1,2.84,/players/54711-assault-kovon-richardson
2022,64465.78,13,18.93,/players/37663-brollan-ludvig-brolin
2021,46728.16,10,13.72,/players/37663-brollan-ludvig-brolin
2020,65629.58,13,19.28,/players/37663-brollan-ludvig-brolin
2019,108950.0,15,32.0,/players/37663-brollan-ludvig-brolin
2018,50346.11,21,14.79,/players/37663-brollan-ludvig-brolin
2017,4361.88,12,1.28,/players/37663-brollan-ludvig-brolin
2021,8783.34,6,4.03,/players/34188-dillon-rizzo
2020,65272.46,25,29.94,/players/34188-dillon-rizzo
2019,69354.17,9,31.81,/players/34188-dillon-rizzo
2018,29327.08,10,13.45,/players/34188-dillon-rizzo
2017,38975.43,29,17.88,/players/34188-dillon-rizzo
2016,6309.34,15,2.89,/players/34188-dillon-rizzo
2021,6100.0,3,5.49,/players/74375-lenaide-valentin-rozel
2020,65185.0,4,58.7,/players/74375-lenaide-valentin-rozel
2019,39766.0,4,35.81,/players/74375-lenaide-valentin-rozel
2022,9315.0,6,8.93,/players/87974-ast-anton-roysko
2021,11600.0,5,11.12,/players/87974-ast-anton-roysko
2020,65185.0,4,62.47,/players/87974-ast-anton-roysko
2019,18250.0,2,17.49,/players/87974-ast-anton-roysko
2022,9315.0,6,8.93,/players/87973-bumm-kang-sangbum
2021,11600.0,5,11.12,/players/87973-bumm-kang-sangbum
2020,65185.0,4,62.47,/players/87973-bumm-kang-sangbum
2019,18250.0,2,17.49,/players/87973-bumm-kang-sangbum
2022,9315.0,6,8.93,/players/87975-jojo23-jonas-gohl
2021,11600.0,5,11.12,/players/87975-jojo23-jonas-gohl
2020,65185.0,4,62.47,/players/87975-jojo23-jonas-gohl
2019,18250.0,2,17.49,/players/87975-jojo23-jonas-gohl
2021,40000.0,1,6.28,/players/38673-msdossary7-aldossary-mossad
2020,65080.63,4,10.23,/players/38673-msdossary7-aldossary-mossad
2019,174800.0,9,27.47,/players/38673-msdossary7-aldossary-mossad
2018,325065.0,6,51.08,/players/38673-msdossary7-aldossary-mossad
2017,31500.0,3,4.95,/players/38673-msdossary7-aldossary-mossad
2022,30000.0,1,16.51,/players/35770-joke-raidel-brito
2020,65000.0,1,35.76,/players/35770-joke-raidel-brito
2019,40000.0,1,22.01,/players/35770-joke-raidel-brito
2018,5000.0,1,2.75,/players/35770-joke-raidel-brito
2017,40000.0,2,22.01,/players/35770-joke-raidel-brito
2016,1750.0,1,0.96,/players/35770-joke-raidel-brito
2022,28723.08,11,24.2,/players/75841-alexander-grischuk
2021,16246.99,6,13.69,/players/75841-alexander-grischuk
2020,64950.64,16,54.73,/players/75841-alexander-grischuk
2019,1100.0,2,0.93,/players/75841-alexander-grischuk
2018,7654.95,2,6.45,/players/75841-alexander-grischuk
2022,32257.86,11,21.31,/players/46978-michal-smidl
2021,23118.1,21,15.27,/players/46978-michal-smidl
2020,64887.02,16,42.86,/players/46978-michal-smidl
2019,18191.5,4,12.02,/players/46978-michal-smidl
2018,8406.67,3,5.55,/players/46978-michal-smidl
2017,2418.0,3,1.6,/players/46978-michal-smidl
2016,2100.0,1,1.39,/players/46978-michal-smidl
2022,29366.16,6,3.12,/players/5000-krimz-freddy-johansson
2021,43838.56,9,4.66,/players/5000-krimz-freddy-johansson
2020,64250.0,12,6.83,/players/5000-krimz-freddy-johansson
2019,108950.0,15,11.59,/players/5000-krimz-freddy-johansson
2018,269316.67,17,28.64,/players/5000-krimz-freddy-johansson
2017,78000.0,13,8.29,/players/5000-krimz-freddy-johansson
2016,132022.2,16,14.04,/players/5000-krimz-freddy-johansson
2015,170372.94,34,18.12,/players/5000-krimz-freddy-johansson
2014,39501.35,22,4.2,/players/5000-krimz-freddy-johansson
2013,4810.18,6,0.51,/players/5000-krimz-freddy-johansson
2022,6700.45,4,0.73,/players/3875-jw-jesper-wecksell
2021,13300.0,4,1.45,/players/3875-jw-jesper-wecksell
2020,64250.0,12,7.01,/players/3875-jw-jesper-wecksell
2019,110250.0,18,12.02,/players/3875-jw-jesper-wecksell
2018,277016.67,22,30.2,/players/3875-jw-jesper-wecksell
2017,70952.41,18,7.74,/players/3875-jw-jesper-wecksell
2016,137822.2,19,15.03,/players/3875-jw-jesper-wecksell
2015,169872.94,33,18.52,/players/3875-jw-jesper-wecksell
2014,38416.98,23,4.19,/players/3875-jw-jesper-wecksell
2013,27983.71,19,3.05,/players/3875-jw-jesper-wecksell
2012,595.77,1,0.06,/players/3875-jw-jesper-wecksell
2022,6700.45,4,0.76,/players/3878-flusha-robin-ronnquist
2021,200.0,1,0.02,/players/3878-flusha-robin-ronnquist
2020,64250.0,12,7.27,/players/3878-flusha-robin-ronnquist
2019,77750.0,12,8.8,/players/3878-flusha-robin-ronnquist
2018,274166.67,28,31.02,/players/3878-flusha-robin-ronnquist
2017,69050.0,17,7.81,/players/3878-flusha-robin-ronnquist
2016,147522.2,23,16.69,/players/3878-flusha-robin-ronnquist
2015,177821.98,37,20.12,/players/3878-flusha-robin-ronnquist
2014,38446.98,24,4.35,/players/3878-flusha-robin-ronnquist
2013,27983.71,19,3.17,/players/3878-flusha-robin-ronnquist
2012,77.41,3,0.01,/players/3878-flusha-robin-ronnquist
2021,13300.0,4,2.88,/players/28556-golden-maikil-selim
2020,64250.0,12,13.93,/players/28556-golden-maikil-selim
2019,76150.0,18,16.51,/players/28556-golden-maikil-selim
2018,251316.67,14,54.48,/players/28556-golden-maikil-selim
2017,38650.24,7,8.38,/players/28556-golden-maikil-selim
2016,17607.24,11,3.82,/players/28556-golden-maikil-selim
2015,68.33,2,0.01,/players/28556-golden-maikil-selim
2022,3500.0,1,3.27,/players/49835-vikkstar123-vikram-singh-barn
2021,7260.0,6,6.79,/players/49835-vikkstar123-vikram-singh-barn
2020,64150.0,14,60.0,/players/49835-vikkstar123-vikram-singh-barn
2019,10000.0,2,9.35,/players/49835-vikkstar123-vikram-singh-barn
2018,22000.0,4,20.58,/players/49835-vikkstar123-vikram-singh-barn
2021,73828.46,3,51.36,/players/89907-rabbit-liu-bin
2020,64149.3,3,44.63,/players/89907-rabbit-liu-bin
2019,5764.62,1,4.01,/players/89907-rabbit-liu-bin
2021,62243.1,1,47.1,/players/89906-chenyu-gao-xingyu
2020,64149.3,3,48.54,/players/89906-chenyu-gao-xingyu
2019,5764.62,1,4.36,/players/89906-chenyu-gao-xingyu
2022,25625.0,5,23.22,/players/70865-owakening-joseph-conley
2021,18750.0,5,16.99,/players/70865-owakening-joseph-conley
2020,64000.0,10,57.98,/players/70865-owakening-joseph-conley
2019,2000.0,1,1.81,/players/70865-owakening-joseph-conley
2022,74090.11,3,22.18,/players/34749-tmq-tang-maoqing
2021,38392.21,2,11.49,/players/34749-tmq-tang-maoqing
2020,63776.41,2,19.09,/players/34749-tmq-tang-maoqing
2019,29194.75,3,8.74,/players/34749-tmq-tang-maoqing
2018,35131.47,4,10.52,/players/34749-tmq-tang-maoqing
2017,10192.8,2,3.05,/players/34749-tmq-tang-maoqing
2016,21780.29,4,6.52,/players/34749-tmq-tang-maoqing
2015,22237.0,2,6.66,/players/34749-tmq-tang-maoqing
2014,11403.0,1,3.41,/players/34749-tmq-tang-maoqing
2013,24158.06,2,7.23,/players/34749-tmq-tang-maoqing
2012,3661.6,1,1.1,/players/34749-tmq-tang-maoqing
2022,51500.0,8,14.72,/players/24832-frozen-david-cernansky
2021,32500.0,12,9.29,/players/24832-frozen-david-cernansky
2020,63700.0,14,18.2,/players/24832-frozen-david-cernansky
2019,178957.56,26,51.14,/players/24832-frozen-david-cernansky
2018,11639.08,13,3.33,/players/24832-frozen-david-cernansky
2017,8222.48,20,2.35,/players/24832-frozen-david-cernansky
2016,2935.28,13,0.84,/players/24832-frozen-david-cernansky
2015,477.59,2,0.14,/players/24832-frozen-david-cernansky
2021,34546.93,3,35.19,/players/89306-86-tao-lupeng
2020,63630.2,3,64.81,/players/89306-86-tao-lupeng
2021,500.0,1,0.13,/players/12582-zoomaa-tom-paparratto
2020,63500.0,7,16.39,/players/12582-zoomaa-tom-paparratto
2019,73245.6,7,18.9,/players/12582-zoomaa-tom-paparratto
2018,92250.0,6,23.81,/players/12582-zoomaa-tom-paparratto
2017,67000.0,10,17.29,/players/12582-zoomaa-tom-paparratto
2016,38687.5,14,9.98,/players/12582-zoomaa-tom-paparratto
2015,44381.5,30,11.45,/players/12582-zoomaa-tom-paparratto
2014,7955.0,13,2.05,/players/12582-zoomaa-tom-paparratto
2022,9750.0,3,6.35,/players/64190-letshe-kevin-fedjuschkin
2020,63009.73,21,41.06,/players/64190-letshe-kevin-fedjuschkin
2019,80710.0,12,52.59,/players/64190-letshe-kevin-fedjuschkin
2021,11500.0,3,1.89,/players/3951-chrisj-chris-de-jong
2020,62700.0,13,10.3,/players/3951-chrisj-chris-de-jong
2019,175458.04,17,28.82,/players/3951-chrisj-chris-de-jong
2018,181379.6,18,29.8,/players/3951-chrisj-chris-de-jong
2017,85304.4,16,14.01,/players/3951-chrisj-chris-de-jong
2016,61378.0,17,10.08,/players/3951-chrisj-chris-de-jong
2015,21228.7,26,3.49,/players/3951-chrisj-chris-de-jong
2014,5480.12,28,0.9,/players/3951-chrisj-chris-de-jong
2013,3819.93,13,0.63,/players/3951-chrisj-chris-de-jong
2012,475.53,1,0.08,/players/3951-chrisj-chris-de-jong
2022,83625.01,17,32.89,/players/52144-retals-slater-thomas
2021,64416.67,16,25.34,/players/52144-retals-slater-thomas
2020,62590.81,26,24.62,/players/52144-retals-slater-thomas
2019,41477.09,10,16.31,/players/52144-retals-slater-thomas
2018,2120.0,4,0.83,/players/52144-retals-slater-thomas
2022,18943.75,7,1.04,/players/27134-midone-zheng-yeik-nai
2021,18528.22,8,1.02,/players/27134-midone-zheng-yeik-nai
2020,62556.4,10,3.44,/players/27134-midone-zheng-yeik-nai
2019,624960.8,8,34.35,/players/27134-midone-zheng-yeik-nai
2018,423052.27,15,23.25,/players/27134-midone-zheng-yeik-nai
2017,260063.8,12,14.29,/players/27134-midone-zheng-yeik-nai
2016,411258.2,14,22.6,/players/27134-midone-zheng-yeik-nai
2022,14297.38,4,14.02,/players/28744-kuku-lam-ka-fu
2021,13505.5,4,13.25,/players/28744-kuku-lam-ka-fu
2020,62538.08,5,61.33,/players/28744-kuku-lam-ka-fu
2018,7521.5,1,7.38,/players/28744-kuku-lam-ka-fu
2017,3931.12,3,3.86,/players/28744-kuku-lam-ka-fu
2016,171.78,1,0.17,/players/28744-kuku-lam-ka-fu
2020,62500.0,1,79.11,/players/50577-sebastian-pozzo
2019,12500.0,1,15.82,/players/50577-sebastian-pozzo
2015,4000.0,1,5.06,/players/50577-sebastian-pozzo
2021,11100.0,4,12.14,/players/88117-vale-valentin-becker
2020,62060.0,3,67.89,/players/88117-vale-valentin-becker
2019,18250.0,2,19.96,/players/88117-vale-valentin-becker
2022,2536.98,2,1.06,/players/5812-firstone-sanpett-marat
2021,80471.53,4,33.63,/players/5812-firstone-sanpett-marat
2020,61753.06,7,25.81,/players/5812-firstone-sanpett-marat
2019,65824.09,5,27.51,/players/5812-firstone-sanpett-marat
2018,18379.31,5,7.68,/players/5812-firstone-sanpett-marat
2017,954.37,2,0.4,/players/5812-firstone-sanpett-marat
2016,2883.3,3,1.2,/players/5812-firstone-sanpett-marat
2015,140.55,1,0.06,/players/5812-firstone-sanpett-marat
2014,5730.43,7,2.39,/players/5812-firstone-sanpett-marat
2013,629.07,3,0.26,/players/5812-firstone-sanpett-marat
2022,2536.98,2,1.51,/players/37261-isilindilz-sorawichaya-mahavanakul
2021,27351.4,5,16.31,/players/37261-isilindilz-sorawichaya-mahavanakul
2020,61753.06,7,36.83,/players/37261-isilindilz-sorawichaya-mahavanakul
2019,65006.04,5,38.77,/players/37261-isilindilz-sorawichaya-mahavanakul
2018,10666.67,2,6.36,/players/37261-isilindilz-sorawichaya-mahavanakul
2017,339.55,1,0.2,/players/37261-isilindilz-sorawichaya-mahavanakul
2022,11778.0,9,3.61,/players/29787-bloodyface-brian-eason
2021,23800.0,18,7.29,/players/29787-bloodyface-brian-eason
2020,61750.0,11,18.91,/players/29787-bloodyface-brian-eason
2019,185250.0,8,56.72,/players/29787-bloodyface-brian-eason
2018,41500.0,2,12.71,/players/29787-bloodyface-brian-eason
2016,2500.0,1,0.77,/players/29787-bloodyface-brian-eason
2022,12151.25,7,9.66,/players/37221-mutex-charlie-saouma
2021,50483.87,22,40.13,/players/37221-mutex-charlie-saouma
2020,61420.82,19,48.83,/players/37221-mutex-charlie-saouma
2019,690.0,3,0.55,/players/37221-mutex-charlie-saouma
2018,50.0,1,0.04,/players/37221-mutex-charlie-saouma
2017,1000.0,1,0.79,/players/37221-mutex-charlie-saouma
2021,70116.67,11,5.83,/players/51883-saf-rocco-morales
2020,61095.35,19,5.08,/players/51883-saf-rocco-morales
2019,954625.0,31,79.32,/players/51883-saf-rocco-morales
2018,117625.0,10,9.77,/players/51883-saf-rocco-morales
2022,8885.43,2,4.46,/players/54014-neil-chang-chun-sheng
2021,8505.5,3,4.26,/players/54014-neil-chang-chun-sheng
2020,60938.08,4,30.56,/players/54014-neil-chang-chun-sheng
2019,37480.8,3,18.79,/players/54014-neil-chang-chun-sheng
2018,83621.09,5,41.93,/players/54014-neil-chang-chun-sheng
2021,6595.56,2,3.6,/players/54013-yuzon-chung-chou
2020,60938.08,4,33.27,/players/54013-yuzon-chung-chou
2019,40680.8,4,22.21,/players/54013-yuzon-chung-chou
2018,73621.09,4,40.19,/players/54013-yuzon-chung-chou
2017,1352.0,1,0.74,/players/54013-yuzon-chung-chou
2022,680.96,1,0.86,/players/60488-fanta-yen-hao-che
2021,1909.94,1,2.42,/players/60488-fanta-yen-hao-che
2020,60938.08,4,77.22,/players/60488-fanta-yen-hao-che
2019,12554.53,4,15.91,/players/60488-fanta-yen-hao-che
2018,500.37,2,0.63,/players/60488-fanta-yen-hao-che
2017,2326.58,1,2.95,/players/60488-fanta-yen-hao-che
2022,52002.58,2,28.28,/players/37259-summer-vatcharanan-thaworn
2021,2585.73,2,1.41,/players/37259-summer-vatcharanan-thaworn
2020,60806.75,5,33.06,/players/37259-summer-vatcharanan-thaworn
2019,63886.53,3,34.74,/players/37259-summer-vatcharanan-thaworn
2018,4098.23,2,2.23,/players/37259-summer-vatcharanan-thaworn
2017,533.57,1,0.29,/players/37259-summer-vatcharanan-thaworn
2022,21371.89,9,4.63,/players/1157-rapha-shane-hendrixson
2021,42400.0,6,9.18,/players/1157-rapha-shane-hendrixson
2020,60685.66,10,13.14,/players/1157-rapha-shane-hendrixson
2019,5000.0,2,1.08,/players/1157-rapha-shane-hendrixson
2018,118117.0,31,25.58,/players/1157-rapha-shane-hendrixson
2017,71625.0,11,15.51,/players/1157-rapha-shane-hendrixson
